,location,total_sqft,bath,price,bhk
1695,Electronic City,1128.0,2.0,65.58,2
1696,Electronic City,635.0,1.0,28.0,1
1697,Electronic City,1128.0,2.0,65.4,2
1698,Electronic City,1355.0,2.0,72.9,2
1699,Electronic City,770.0,1.0,35.0,2
1700,Electronic City,865.0,2.0,40.0,2
1701,Electronic City,1108.0,2.0,63.0,2
1702,Electronic City,630.0,1.0,40.5,1
1703,Electronic City,605.0,1.0,22.0,1
1704,Electronic City,1070.0,2.0,48.0,2
1705,Electronic City,1360.0,2.0,70.0,3
1706,Electronic City,635.0,1.0,28.0,1
1707,Electronic City,1128.0,2.0,65.45,2
1708,Electronic City,890.0,2.0,40.0,2
1709,Electronic City,1360.0,2.0,58.0,3
1710,Electronic City,630.0,1.0,33.7,1
1711,Electronic City,1400.0,3.0,90.0,3
1712,Electronic City,1287.0,3.0,55.0,3
1713,Electronic City,1258.0,2.0,85.5,2
1714,Electronic City,1386.0,2.0,85.0,2
1715,Electronic City,550.0,1.0,27.0,1
1716,Electronic City,1025.0,2.0,50.0,2
1717,Electronic City,1070.0,2.0,55.0,2
1718,Electronic City,1342.0,2.0,72.0,2
1719,Electronic City,1275.0,3.0,70.0,3
1720,Electronic City,770.0,1.0,38.0,2
1721,Electronic City,1644.0,3.0,92.59,3
1722,Electronic City,1250.0,2.0,62.0,2
1723,Electronic City,418.0,1.0,12.0,1
1724,Electronic City,1128.0,2.0,64.8,2
1725,Electronic City,1060.0,2.0,55.0,2
1726,Electronic City,710.0,1.0,40.42,1
1727,Electronic City,1275.0,3.0,63.43,3
1728,Electronic City,1518.0,3.0,75.0,3
1729,Electronic City,1090.0,2.0,31.48,1
1730,Electronic City,1060.0,2.0,55.0,2
1731,Electronic City,1353.0,2.0,75.0,2
1732,Electronic City,1128.0,2.0,67.0,2
1733,Electronic City,1070.0,2.0,57.0,2
1734,Electronic City,1700.0,3.0,90.0,3
1735,Electronic City,750.0,1.0,35.0,1
1736,Electronic City,1210.0,2.0,55.0,2
1737,Electronic City,1070.0,2.0,60.0,2
1738,Electronic City,1615.0,3.0,97.0,3
1739,Electronic City,1221.0,2.0,68.0,2
1740,Electronic City,1500.0,3.0,73.0,3
1741,Electronic City,995.0,2.0,48.0,2
1742,Electronic City,1342.0,2.0,90.0,2
1743,Electronic City,1128.0,2.0,63.5,2
1744,Electronic City,589.0,1.0,29.0,1
1745,Electronic City,1575.0,3.0,94.5,3
1746,Electronic City,1070.0,2.0,48.0,2
1747,Electronic City,1025.0,2.0,54.0,2
1748,Electronic City,1500.0,2.0,70.0,3
1749,Electronic City,1500.0,2.0,64.5,3
1750,Electronic City,2093.0,4.0,134.0,4
1751,Electronic City,1355.0,2.0,73.0,2
1752,Electronic City,1360.0,2.0,64.99,3
1753,Electronic City,1060.0,2.0,52.0,2
1754,Electronic City Phase II,1056.0,2.0,39.07,2
1755,Electronic City Phase II,1020.0,2.0,30.6,2
1756,Electronic City Phase II,1069.0,2.0,45.0,2
1757,Electronic City Phase II,630.0,1.0,28.35,1
1758,Electronic City Phase II,1000.0,2.0,25.0,2
1759,Electronic City Phase II,1090.0,2.0,28.34,2
1760,Electronic City Phase II,2225.0,4.0,98.88,4
1761,Electronic City Phase II,775.0,2.0,38.0,2
1762,Electronic City Phase II,1266.0,2.0,59.0,2
1763,Electronic City Phase II,1000.0,2.0,28.88,2
1764,Electronic City Phase II,972.0,2.0,44.0,2
1765,Electronic City Phase II,1031.0,2.0,55.0,2
1766,Electronic City Phase II,1003.0,2.0,40.6,2
1767,Electronic City Phase II,1031.0,2.0,56.35,2
1768,Electronic City Phase II,1395.0,2.0,62.78,3
1769,Electronic City Phase II,1160.0,2.0,33.5,2
1770,Electronic City Phase II,1065.0,2.0,30.75,2
1771,Electronic City Phase II,1219.0,2.0,61.25,2
1772,Electronic City Phase II,1000.0,2.0,28.88,2
1773,Electronic City Phase II,1790.0,3.0,100.0,3
1774,Electronic City Phase II,769.0,2.0,40.0,2
1775,Electronic City Phase II,900.0,2.0,32.5,2
1776,Electronic City Phase II,993.0,2.0,50.0,3
1777,Electronic City Phase II,1418.0,3.0,52.47,3
1778,Electronic City Phase II,1070.0,2.0,45.0,2
1779,Electronic City Phase II,1140.0,2.0,33.06,2
1780,Electronic City Phase II,1089.0,2.0,32.67,2
1781,Electronic City Phase II,1031.0,2.0,55.0,2
1782,Electronic City Phase II,1253.0,2.0,65.8,2
1783,Electronic City Phase II,1160.0,2.0,33.5,2
1784,Electronic City Phase II,975.0,2.0,45.0,3
1785,Electronic City Phase II,6000.0,4.0,260.0,4
1786,Electronic City Phase II,1116.0,2.0,37.0,2
1787,Electronic City Phase II,1125.0,2.0,29.25,2
1788,Electronic City Phase II,1000.0,2.0,28.88,2
1789,Electronic City Phase II,1000.0,2.0,28.88,2
1790,Electronic City Phase II,1000.0,2.0,28.88,2
1791,Electronic City Phase II,1165.0,2.0,30.29,2
1792,Electronic City Phase II,3550.0,2.0,167.5,4
1793,Electronic City Phase II,1031.0,2.0,53.0,2
1794,Electronic City Phase II,1065.0,2.0,30.88,2
1795,Electronic City Phase II,1549.0,3.0,80.0,3
1796,Electronic City Phase II,1065.0,2.0,56.13,2
1797,Electronic City Phase II,920.0,2.0,26.0,2
1798,Electronic City Phase II,1140.0,2.0,33.84,2
1799,Electronic City Phase II,1219.0,2.0,61.26,2
1800,Electronic City Phase II,1252.0,2.0,65.0,3
1801,Electronic City Phase II,1125.0,2.0,32.49,2
1802,Electronic City Phase II,1286.0,2.0,69.0,2
1803,Electronic City Phase II,1140.0,2.0,32.92,2
1804,Electronic City Phase II,1116.0,2.0,40.0,2
1805,Electronic City Phase II,1150.0,3.0,46.0,3
1806,Electronic City Phase II,1192.0,2.0,47.0,3
1807,Electronic City Phase II,1020.0,2.0,32.0,2
1808,Electronic City Phase II,1900.0,3.0,97.0,4
1809,Electronic City Phase II,1020.0,2.0,27.43,2
1810,Electronic City Phase II,1025.0,2.0,26.65,2
1811,Electronic City Phase II,1020.0,2.0,29.45,2
1812,Electronic City Phase II,1000.0,2.0,28.88,2
1813,Electronic City Phase II,1140.0,2.0,28.5,2
1814,Electronic City Phase II,1125.0,2.0,32.49,2
1815,Electronic City Phase II,1200.0,2.0,34.65,2
1816,Electronic City Phase II,1160.0,2.0,52.2,2
1817,Electronic City Phase II,1244.0,2.0,55.0,2
1818,Electronic City Phase II,1160.0,2.0,33.51,2
1819,Electronic City Phase II,972.0,2.0,40.0,2
1820,Electronic City Phase II,1160.0,2.0,33.51,2
1821,Electronic City Phase II,1090.0,2.0,31.48,2
1822,Electronic City Phase II,1140.0,2.0,32.92,2
1823,Electronic City Phase II,650.0,1.0,35.0,1
1824,Electronic City Phase II,1155.0,2.0,57.0,2
1825,Electronic City Phase II,1800.0,3.0,92.0,3
1826,Electronic City Phase II,1300.0,2.0,28.0,2
1827,Electronic City Phase II,1160.0,2.0,33.5,2
1828,Electronic City Phase II,1025.0,2.0,29.6,2
1829,Electronic City Phase II,829.0,2.0,22.8,2
1830,Electronic City Phase II,2187.5,4.0,105.0,4
1831,Electronic City Phase II,1252.0,2.0,67.0,2
1832,Electronic City Phase II,1125.0,2.0,32.63,2
1833,Electronic City Phase II,1140.0,2.0,34.0,2
1834,Electronic City Phase II,1252.0,2.0,65.0,3
1835,Electronic City Phase II,1135.0,2.0,46.0,2
1836,Electronic City Phase II,1305.0,3.0,65.0,3
1837,Electronic City Phase II,1165.0,2.0,33.64,2
1838,Electronic City Phase II,1336.0,2.0,50.35,3
1839,Electronic City Phase II,575.0,1.0,16.75,1
1840,Electronic City Phase II,925.0,2.0,49.82,3
1841,Electronic City Phase II,1065.0,2.0,30.76,2
1842,Electronic City Phase II,1065.0,2.0,30.75,2
1843,Electronic City Phase II,1140.0,2.0,33.06,2
1844,Electronic City Phase II,911.0,2.0,26.5,2
1845,Electronic City Phase II,1200.0,2.0,34.65,2
1846,Electronic City Phase II,1031.0,2.0,54.48,2
1847,Electronics City Phase 1,1475.0,3.0,78.29,3
1848,Electronics City Phase 1,1490.0,3.0,78.8,3
1849,Electronics City Phase 1,1113.27,2.0,53.0,2
1850,Electronics City Phase 1,1490.0,3.0,84.0,3
1851,Electronics City Phase 1,1015.0,2.0,56.0,2
1852,Electronics City Phase 1,1515.0,2.0,80.91,3
1853,Electronics City Phase 1,995.0,2.0,46.0,2
1854,Electronics City Phase 1,1555.0,2.0,82.0,3
1855,Electronics City Phase 1,1340.0,2.0,75.0,2
1856,Electronics City Phase 1,1124.0,2.0,55.0,3
1857,Electronics City Phase 1,1175.0,2.0,57.0,2
1858,Electronics City Phase 1,755.0,1.0,42.41,1
1859,Electronics City Phase 1,580.0,1.0,27.0,1
1860,Electronics City Phase 1,940.0,2.0,49.0,2
1861,Electronics City Phase 1,1335.0,2.0,67.0,2
1862,Electronics City Phase 1,1113.12,2.0,55.0,2
1863,Electronics City Phase 1,1350.0,3.0,71.0,3
1864,Electronics City Phase 1,995.0,2.0,49.8,2
1865,Electronics City Phase 1,635.0,1.0,26.0,1
1866,Electronics City Phase 1,1190.0,2.0,68.0,2
1867,Electronics City Phase 1,1450.0,3.0,72.54,3
1868,Electronics City Phase 1,360.0,1.0,16.9,1
1869,Electronics City Phase 1,638.0,1.0,32.0,1
1870,Electronics City Phase 1,1175.0,2.0,64.98,2
1871,Electronics City Phase 1,585.0,1.0,21.0,1
1872,Electronics City Phase 1,1200.0,2.0,59.76,2
1873,Electronics City Phase 1,1145.0,2.0,54.0,2
1874,Electronics City Phase 1,1125.0,2.0,65.0,2
1875,Electronics City Phase 1,1550.0,2.0,82.0,3
1876,Electronics City Phase 1,865.0,2.0,40.0,2
1877,Electronics City Phase 1,1800.0,3.0,93.0,3
1878,Electronics City Phase 1,1314.0,2.0,60.0,2
1879,Electronics City Phase 1,1170.0,2.0,62.0,2
1880,Electronics City Phase 1,1450.0,3.0,79.0,3
1881,Electronics City Phase 1,940.0,2.0,48.0,2
1882,Electronics City Phase 1,940.0,2.0,44.0,2
1883,Electronics City Phase 1,1300.0,2.0,67.0,2
1884,Electronics City Phase 1,1028.0,2.0,51.0,2
1885,Electronics City Phase 1,1205.0,2.0,60.0,2
1886,Electronics City Phase 1,1305.0,2.0,67.0,2
1887,Electronics City Phase 1,755.0,1.0,30.12,1
1888,Electronics City Phase 1,1175.0,2.0,60.0,2
1889,Frazer Town,1700.0,3.0,180.0,3
1890,Frazer Town,1305.0,3.0,95.45,3
1891,Frazer Town,1870.0,3.0,185.0,3
1892,Frazer Town,1750.0,3.0,150.0,3
1893,Frazer Town,2000.0,3.0,200.0,3
1894,Frazer Town,3500.0,4.0,330.0,3
1895,Frazer Town,2350.0,4.0,285.0,3
1896,Frazer Town,1550.0,2.0,140.0,2
1897,Frazer Town,1900.0,4.0,145.0,3
1898,Frazer Town,2560.0,3.0,265.0,3
1899,Frazer Town,2400.0,3.0,260.0,3
1900,Frazer Town,2560.0,3.0,288.0,3
1901,Frazer Town,3436.0,5.0,341.0,4
1902,Frazer Town,1315.0,2.0,140.0,2
1903,Frazer Town,1706.0,3.0,154.0,3
1904,Frazer Town,2079.0,3.0,220.0,3
1905,Frazer Town,3435.0,2.0,341.0,4
1906,Frazer Town,3436.0,5.0,345.0,4
1907,Frazer Town,3100.0,3.0,400.0,3
1908,Frazer Town,5400.0,3.0,400.0,3
1909,Frazer Town,1180.0,2.0,105.0,2
1910,Frazer Town,2900.0,4.0,325.0,4
1911,Frazer Town,1870.0,3.0,180.0,3
1912,Frazer Town,896.0,1.0,100.0,1
1913,Frazer Town,1420.0,2.0,120.0,2
1914,GM Palaya,1820.0,2.0,86.0,3
1915,GM Palaya,1225.0,2.0,47.0,2
1916,GM Palaya,1140.0,2.0,48.95,2
1917,GM Palaya,1315.0,2.0,65.0,3
1918,GM Palaya,1315.0,3.0,65.0,3
1919,GM Palaya,1315.0,3.0,64.0,3
1920,GM Palaya,1735.0,3.0,70.0,3
1921,GM Palaya,1643.0,2.0,70.0,3
1922,Garudachar Palya,1325.0,2.0,60.8,3
1923,Garudachar Palya,1060.0,2.0,48.7,2
1924,Garudachar Palya,1150.0,2.0,52.75,2
1925,Garudachar Palya,1295.0,2.0,59.5,3
1926,Garudachar Palya,1320.0,2.0,60.6,3
1927,Garudachar Palya,1295.0,2.0,59.5,3
1928,Garudachar Palya,1150.0,2.0,52.8,2
1929,Garudachar Palya,1150.0,2.0,52.8,2
1930,Garudachar Palya,1060.0,2.0,48.5,2
1931,Garudachar Palya,1150.0,2.0,52.5,2
1932,Garudachar Palya,1325.0,2.0,60.8,3
1933,Garudachar Palya,1060.0,2.0,48.66,2
1934,Garudachar Palya,1150.0,2.0,52.0,2
1935,Garudachar Palya,1154.0,2.0,51.8,2
1936,Giri Nagar,2400.0,4.0,400.0,4
1937,Giri Nagar,1800.0,3.0,252.0,3
1938,Giri Nagar,1350.0,3.0,240.0,3
1939,Giri Nagar,2400.0,4.0,400.0,4
1940,Giri Nagar,3000.0,4.0,375.0,6
1941,Giri Nagar,2400.0,6.0,400.0,6
1942,Giri Nagar,4000.0,3.0,750.0,4
1943,Gollarapalya Hosahalli,861.0,2.0,34.5,2
1944,Gollarapalya Hosahalli,1408.0,3.0,62.0,3
1945,Gollarapalya Hosahalli,861.0,2.0,34.5,2
1946,Gollarapalya Hosahalli,1318.0,3.0,54.0,3
1947,Gollarapalya Hosahalli,861.0,2.0,36.5,2
1948,Gollarapalya Hosahalli,1320.0,3.0,60.0,3
1949,Gollarapalya Hosahalli,1345.0,3.0,60.0,3
1950,Gollarapalya Hosahalli,1905.0,3.0,86.0,4
1951,Gollarapalya Hosahalli,1318.0,3.0,56.0,3
1952,Gollarapalya Hosahalli,1129.0,2.0,50.0,2
1953,Gottigere,1100.0,2.0,40.0,2
1954,Gottigere,967.0,2.0,45.0,2
1955,Gottigere,1618.0,3.0,82.5,3
1956,Gottigere,1222.0,2.0,63.0,2
1957,Gottigere,1300.0,3.0,65.0,3
1958,Gottigere,950.0,2.0,38.0,2
1959,Gottigere,1153.0,2.0,48.5,2
1960,Gottigere,812.0,1.0,26.0,1
1961,Gottigere,1460.0,2.0,65.0,3
1962,Gottigere,1500.0,3.0,70.0,3
1963,Gottigere,1621.0,3.0,72.0,3
1964,Gottigere,812.0,1.0,26.0,1
1965,Gottigere,990.0,2.0,40.0,2
1966,Gottigere,1235.0,2.0,63.0,2
1967,Gottigere,1385.0,3.0,64.0,3
1968,Gottigere,1000.0,2.0,35.0,2
1969,Gottigere,1010.0,2.0,35.0,2
1970,Gottigere,1435.0,2.0,62.0,3
1971,Gottigere,945.0,2.0,45.0,2
1972,Gottigere,2500.0,3.0,120.0,4
1973,Gottigere,1230.0,2.0,52.0,3
1974,Gottigere,1120.0,2.0,50.0,2
1975,Gottigere,1500.0,3.0,63.0,3
1976,Gottigere,1200.0,2.0,40.0,2
1977,Gottigere,1280.0,2.0,61.0,2
1978,Gottigere,1205.0,2.0,56.58,2
1979,Gottigere,1170.0,2.0,40.0,2
1980,Gottigere,3000.0,3.0,132.0,4
1981,Gottigere,1613.0,3.0,72.0,3
1982,Gottigere,1110.0,2.0,36.25,2
1983,Gottigere,1245.0,2.0,59.0,2
1984,Gottigere,1200.0,2.0,50.0,2
1985,Green Glen Layout,1670.0,3.0,120.0,3
1986,Green Glen Layout,3250.0,4.0,230.0,4
1987,Green Glen Layout,1776.42,3.0,105.0,3
1988,Green Glen Layout,3250.0,4.0,230.0,4
1989,Green Glen Layout,940.0,2.0,56.8,2
1990,Green Glen Layout,1075.0,2.0,60.0,2
1991,Green Glen Layout,1715.0,3.0,115.0,3
1992,Green Glen Layout,1751.0,2.0,115.0,3
1993,Green Glen Layout,1750.0,3.0,130.0,3
1994,Green Glen Layout,1530.0,3.0,105.0,3
1995,Green Glen Layout,1752.0,3.0,105.0,3
1996,Green Glen Layout,1680.0,4.0,95.0,3
1997,Green Glen Layout,1728.0,3.0,125.0,3
1998,Green Glen Layout,1645.0,3.0,110.0,3
1999,Green Glen Layout,1517.0,3.0,100.0,3
2000,Green Glen Layout,3150.0,4.0,218.0,4
2001,Green Glen Layout,1750.0,3.0,120.0,3
2002,Green Glen Layout,1751.0,3.0,115.0,3
2003,Green Glen Layout,1750.0,3.0,105.0,3
2004,Green Glen Layout,1885.0,3.0,135.0,3
2005,Green Glen Layout,1715.0,3.0,120.0,3
2006,Green Glen Layout,1623.29,2.0,105.0,3
2007,Green Glen Layout,1715.0,3.0,115.0,3
2008,Green Glen Layout,1715.0,3.0,105.0,3
2009,Green Glen Layout,1600.0,3.0,105.0,3
2010,Green Glen Layout,1717.0,3.0,125.0,3
2011,Green Glen Layout,1250.0,2.0,75.0,2
2012,Green Glen Layout,1715.0,3.0,112.0,3
2013,Gubbalala,1470.0,2.0,82.0,3
2014,Gubbalala,1745.0,3.0,104.0,3
2015,Gubbalala,1745.0,3.0,115.0,3
2016,Gubbalala,1745.0,3.0,110.0,3
2017,Gubbalala,1650.0,3.0,71.0,3
2018,Gubbalala,2570.0,4.0,141.0,5
2019,Gubbalala,1205.0,2.0,70.0,2
2020,Gubbalala,1435.0,2.0,80.0,3
2021,Gubbalala,1475.0,2.0,80.0,2
2022,Gubbalala,1100.0,2.0,49.5,2
2023,Gubbalala,1060.0,2.0,46.0,2
2024,Gubbalala,2000.0,3.0,125.0,3
2025,Gunjur,1140.0,2.0,43.0,2
2026,Gunjur,1356.0,2.0,66.0,3
2027,Gunjur,1600.0,3.0,75.0,3
2028,Gunjur,2000.0,3.0,95.0,4
2029,Gunjur,1140.0,2.0,49.11,2
2030,Gunjur,1195.0,2.0,44.0,2
2031,Gunjur,1190.0,2.0,40.0,2
2032,Gunjur,1457.0,2.0,60.0,2
2033,Gunjur,1080.0,2.0,41.0,2
2034,Gunjur,1175.0,2.0,43.48,2
2035,Gunjur,1362.0,3.0,62.63,3
2036,Gunjur,1071.0,2.0,51.0,2
2037,Gunjur,1063.0,2.0,40.0,2
2038,Gunjur,1235.0,2.0,52.76,2
2039,Gunjur,1362.0,3.0,62.63,3
2040,Gunjur,1362.0,3.0,62.63,3
2041,Gunjur,1588.0,2.0,90.0,3
2042,Gunjur,1235.0,2.0,44.5,2
2043,Gunjur,1457.0,2.0,60.0,2
2044,HAL 2nd Stage,1490.0,2.0,300.0,3
2045,HAL 2nd Stage,600.0,3.0,145.0,2
2046,HAL 2nd Stage,2700.0,3.0,500.0,3
2047,HAL 2nd Stage,2040.0,4.0,500.0,5
2048,HBR Layout,2800.0,2.0,200.0,3
2049,HBR Layout,1722.0,3.0,95.0,3
2050,HBR Layout,1200.0,4.0,120.0,4
2051,HBR Layout,1200.0,2.0,60.0,2
2052,HBR Layout,1004.0,2.0,49.0,2
2053,HBR Layout,1783.0,3.0,125.0,3
2054,HBR Layout,1656.0,3.0,90.0,3
2055,HBR Layout,1089.0,2.0,60.0,2
2056,HBR Layout,1700.0,3.0,110.0,3
2057,HBR Layout,1198.0,2.0,65.0,2
2058,HBR Layout,1200.0,4.0,115.0,4
2059,HBR Layout,1200.0,2.0,120.0,2
2060,HBR Layout,1832.0,3.0,160.0,3
2061,HRBR Layout,1374.0,2.0,95.0,2
2062,HRBR Layout,1440.0,2.0,98.0,2
2063,HRBR Layout,2800.0,3.0,250.0,3
2064,HRBR Layout,1210.0,2.0,75.0,2
2065,HRBR Layout,1265.0,2.0,78.0,2
2066,HRBR Layout,1170.0,2.0,75.0,2
2067,HRBR Layout,1900.0,3.0,90.0,4
2068,HRBR Layout,1625.0,3.0,120.0,3
2069,HRBR Layout,1301.0,2.0,120.0,2
2070,HRBR Layout,1145.0,2.0,68.5,2
2071,HRBR Layout,1300.0,2.0,90.0,2
2072,HSR Layout,1372.0,2.0,68.0,2
2073,HSR Layout,1475.0,3.0,75.0,3
2074,HSR Layout,1467.0,2.0,55.0,2
2075,HSR Layout,1140.0,2.0,46.0,2
2076,HSR Layout,1372.0,2.0,61.0,2
2077,HSR Layout,1750.0,3.0,95.0,3
2078,HSR Layout,1027.0,2.0,44.0,2
2079,HSR Layout,1650.0,3.0,110.0,3
2080,HSR Layout,1140.0,2.0,46.0,2
2081,HSR Layout,1372.0,2.0,61.0,2
2082,HSR Layout,1140.0,2.0,46.0,2
2083,HSR Layout,1185.0,2.0,60.0,2
2084,HSR Layout,1127.0,2.0,68.0,2
2085,HSR Layout,1600.0,2.0,115.0,3
2086,HSR Layout,1145.0,2.0,48.0,2
2087,HSR Layout,1009.0,2.0,56.0,2
2088,HSR Layout,1300.0,2.0,98.0,2
2089,HSR Layout,1140.0,2.0,46.0,2
2090,HSR Layout,1126.0,2.0,69.0,2
2091,HSR Layout,1140.0,2.0,46.0,2
2092,HSR Layout,1145.0,2.0,46.0,2
2093,HSR Layout,1142.0,2.0,65.0,2
2094,HSR Layout,1145.0,2.0,46.0,2
2095,HSR Layout,1844.0,3.0,95.0,3
2096,HSR Layout,1203.0,2.0,72.0,2
2097,HSR Layout,1140.0,2.0,46.0,2
2098,HSR Layout,4200.0,5.0,245.0,5
2099,HSR Layout,1140.0,2.0,46.0,2
2100,HSR Layout,1145.0,2.0,46.0,2
2101,HSR Layout,1009.0,2.0,56.0,2
2102,HSR Layout,1145.0,2.0,46.0,2
2103,HSR Layout,1100.0,2.0,44.0,2
2104,HSR Layout,1203.0,2.0,60.0,2
2105,HSR Layout,1120.0,2.0,70.0,2
2106,HSR Layout,1140.0,2.0,46.0,2
2107,HSR Layout,1289.0,2.0,70.0,2
2108,HSR Layout,1844.0,3.0,89.0,3
2109,HSR Layout,1203.0,2.0,60.0,2
2110,HSR Layout,1140.0,2.0,46.0,2
2111,Haralur Road,1240.0,2.0,70.0,2
2112,Haralur Road,1027.0,2.0,44.0,2
2113,Haralur Road,1194.0,2.0,47.0,2
2114,Haralur Road,1202.0,2.0,53.0,2
2115,Haralur Road,1056.0,2.0,61.0,2
2116,Haralur Road,1810.0,3.0,100.0,3
2117,Haralur Road,1194.0,2.0,46.0,2
2118,Haralur Road,1225.0,2.0,67.38,2
2119,Haralur Road,1243.0,2.0,46.0,2
2120,Haralur Road,1027.0,2.0,44.0,2
2121,Haralur Road,1920.0,3.0,115.0,3
2122,Haralur Road,1875.0,3.0,110.0,3
2123,Haralur Road,1194.0,2.0,47.0,2
2124,Haralur Road,1140.0,2.0,43.0,2
2125,Haralur Road,1027.0,2.0,44.0,2
2126,Haralur Road,1194.0,2.0,46.0,2
2127,Haralur Road,2017.0,3.0,125.0,3
2128,Haralur Road,1140.0,2.0,43.0,2
2129,Haralur Road,1875.0,3.0,110.0,3
2130,Haralur Road,1092.0,2.0,44.0,2
2131,Haralur Road,2475.0,4.0,130.0,3
2132,Haralur Road,1300.0,2.0,73.0,2
2133,Haralur Road,1194.0,2.0,47.0,2
2134,Haralur Road,1243.0,2.0,46.0,2
2135,Haralur Road,1850.0,3.0,110.0,3
2136,Haralur Road,1225.0,2.0,67.38,2
2137,Haralur Road,1243.0,2.0,46.0,2
2138,Haralur Road,3400.0,5.0,240.0,4
2139,Haralur Road,1464.0,2.0,56.0,2
2140,Haralur Road,1230.0,2.0,78.0,2
2141,Haralur Road,1000.0,2.0,44.0,2
2142,Haralur Road,1300.0,2.0,79.0,2
2143,Haralur Road,1444.0,2.0,80.0,3
2144,Haralur Road,1088.0,2.0,68.0,2
2145,Haralur Road,1027.0,2.0,44.0,2
2146,Haralur Road,1225.0,2.0,70.0,2
2147,Haralur Road,1194.0,2.0,46.0,2
2148,Haralur Road,1830.0,3.0,101.0,3
2149,Haralur Road,1810.0,3.0,126.0,3
2150,Haralur Road,1464.0,2.0,56.0,2
2151,Haralur Road,1520.0,2.0,96.0,3
2152,Haralur Road,1300.0,2.0,75.0,2
2153,Haralur Road,2017.0,2.0,125.0,3
2154,Haralur Road,1243.0,2.0,46.0,2
2155,Haralur Road,1027.0,2.0,44.0,2
2156,Haralur Road,2805.0,5.0,160.0,4
2157,Haralur Road,1243.0,2.0,46.0,2
2158,Haralur Road,1027.0,2.0,44.0,2
2159,Haralur Road,2017.0,3.0,105.0,3
2160,Haralur Road,1243.0,2.0,46.0,2
2161,Haralur Road,1243.0,2.0,46.0,2
2162,Haralur Road,1520.0,2.0,90.0,3
2163,Haralur Road,1300.0,2.0,60.0,2
2164,Haralur Road,1985.0,3.0,130.0,3
2165,Haralur Road,1255.0,2.0,90.0,3
2166,Haralur Road,1056.0,2.0,60.0,2
2167,Haralur Road,1140.0,2.0,42.0,2
2168,Haralur Road,1245.0,2.0,62.0,2
2169,Haralur Road,1140.0,2.0,58.0,2
2170,Haralur Road,1140.0,2.0,42.0,2
2171,Haralur Road,1027.0,2.0,43.0,2
2172,Haralur Road,1194.0,2.0,47.0,2
2173,Haralur Road,1194.0,2.0,47.0,2
2174,Haralur Road,1560.0,3.0,90.0,3
2175,Haralur Road,1520.0,2.0,85.0,3
2176,Haralur Road,1243.0,2.0,45.0,2
2177,Haralur Road,1027.0,2.0,44.0,2
2178,Haralur Road,1194.0,2.0,46.0,2
2179,Haralur Road,1650.0,3.0,100.0,3
2180,Haralur Road,1580.0,3.0,73.0,3
2181,Haralur Road,1243.0,2.0,46.0,2
2182,Haralur Road,1194.0,2.0,47.0,2
2183,Haralur Road,1520.0,2.0,96.0,3
2184,Haralur Road,1510.0,3.0,83.05,3
2185,Haralur Road,1056.0,2.0,65.0,2
2186,Haralur Road,1810.0,3.0,100.0,3
2187,Haralur Road,1243.0,2.0,46.0,2
2188,Haralur Road,575.0,1.0,38.0,1
2189,Haralur Road,1194.0,2.0,46.0,2
2190,Haralur Road,1243.0,2.0,46.0,2
2191,Haralur Road,1194.0,2.0,46.0,2
2192,Haralur Road,1140.0,2.0,43.0,2
2193,Haralur Road,1850.0,3.0,120.0,3
2194,Haralur Road,1194.0,2.0,47.0,2
2195,Haralur Road,1194.0,2.0,47.0,2
2196,Haralur Road,1243.0,2.0,46.0,2
2197,Haralur Road,1710.0,3.0,85.0,3
2198,Haralur Road,1730.0,3.0,95.0,3
2199,Haralur Road,1243.0,2.0,46.0,2
2200,Haralur Road,1243.0,2.0,46.0,2
2201,Haralur Road,1243.0,2.0,46.0,2
2202,Haralur Road,1817.0,3.0,110.0,3
2203,Haralur Road,1225.0,2.0,77.0,2
2204,Haralur Road,1285.0,2.0,78.0,2
2205,Haralur Road,1225.0,2.0,67.48,2
2206,Haralur Road,1225.0,2.0,69.84,2
2207,Haralur Road,1200.0,2.0,46.0,2
2208,Haralur Road,1315.0,2.0,85.0,2
2209,Haralur Road,1976.0,3.0,92.0,3
2210,Haralur Road,1300.0,2.0,75.0,2
2211,Haralur Road,1309.0,2.0,82.0,2
2212,Haralur Road,1027.0,1.0,44.0,2
2213,Haralur Road,1243.0,2.0,46.0,2
2214,Haralur Road,1243.0,2.0,46.0,2
2215,Haralur Road,1140.0,2.0,43.0,2
2216,Haralur Road,1300.0,2.0,75.0,2
2217,Haralur Road,1243.0,2.0,46.0,2
2218,Haralur Road,1890.0,3.0,84.0,3
2219,Haralur Road,1230.0,2.0,67.65,2
2220,Haralur Road,1194.0,2.0,46.0,2
2221,Haralur Road,1092.0,2.0,44.0,2
2222,Haralur Road,1255.0,3.0,90.0,3
2223,Haralur Road,1735.0,3.0,97.0,3
2224,Haralur Road,1810.0,3.0,97.83,3
2225,Haralur Road,1200.0,2.0,46.0,2
2226,Haralur Road,1243.0,2.0,46.0,2
2227,Haralur Road,1810.0,3.0,112.0,3
2228,Harlur,1508.0,2.0,77.0,2
2229,Harlur,1752.12,3.0,135.0,3
2230,Harlur,1709.0,3.0,150.0,3
2231,Harlur,1174.0,2.0,69.0,2
2232,Harlur,1033.0,2.0,49.0,2
2233,Harlur,1197.0,2.0,84.0,2
2234,Harlur,1757.0,3.0,132.0,3
2235,Harlur,1174.0,2.0,76.0,2
